node_1|node_2|edge|chunk_id
global average temperatures|17 degrees celsius|global average temperatures topped 17 degrees Celsius for the first time in 44 years|c671600d10224819b43389e3c52c4842
climate emergency|greenhouse gas emissions|fueling the climate emergency.|c671600d10224819b43389e3c52c4842
global average temperatures|records began|The world’s average temperature climbed to its highest level since records began on Tuesday,|c671600d10224819b43389e3c52c4842
gemini|global elections|Gemini is restricted by Google from answering questions about the global elections set to happen this year due to potential missteps in the deployment of AI technology. This decision comes at a time when advancements in generative AI have raised concerns of misinformation and fake news, leading governments to regulate the technology.|9a19d0e853ca48d893b48cc6c303c090
rochelle walensky|cdc|Rochelle Walensky is the director of the Centers for Disease Control and Prevention (CDC).|d1b71db3413b47be81fc18a4e40de329
cdc|agency|The Centers for Disease Control and Prevention (CDC) is a federal agency in the United States Department of Health and Human Services.|d1b71db3413b47be81fc18a4e40de329
cdc|pandemic response failure|The Centers for Disease Control and Prevention (CDC) failed to adequately respond to the Covid-19 pandemic.|d1b71db3413b47be81fc18a4e40de329
testing|cdc|The Centers for Disease Control and Prevention (CDC) made mistakes related to testing in response to the coronavirus pandemic.|d1b71db3413b47be81fc18a4e40de329
data|cdc|The Centers for Disease Control and Prevention (CDC) made mistakes related to data in response to the coronavirus pandemic.|d1b71db3413b47be81fc18a4e40de329
communications|cdc|The Centers for Disease Control and Prevention (CDC) made mistakes related to communications in response to the coronavirus pandemic.|d1b71db3413b47be81fc18a4e40de329
staffing changes|rochelle walensky|Rochelle Walensky announced major modifications to the agency’s structure, including staffing changes, after she said the agency failed to adequately respond to the Covid-19 pandemic.|d1b71db3413b47be81fc18a4e40de329
improve public messaging|rochelle walensky|Rochelle Walensky announced major modifications to the agency’s structure, including efforts to improve public messaging, after she said the agency failed to adequately respond to the Covid-19 pandemic.|d1b71db3413b47be81fc18a4e40de329
joe biden|brand|according to Tony Bobulinski's testimony before the House Oversight Committee, Joe Biden was referred to as 'the brand' that his family sold in their business dealings with foreign associates|8792ca9bdbf84920a01aa15670f11534
joe biden|enabler|Tony Bobulinski claimed in his testimony before the House Oversight Committee that Joe Biden was an 'enabler' in his son Hunter Biden's business dealings while making millions of dollars|8792ca9bdbf84920a01aa15670f11534
biden family|chinese communist party|according to Tony Bobulinski's testimony before the House Oversight Committee, Joe Biden knew about his family's dealings with the Chinese Communist Party|8792ca9bdbf84920a01aa15670f11534
gop report|president biden's decision to withdraw all u.s. troops|The evidence proves President Biden’s decision to withdraw all U.S. troops was a rushed effort undertaken regardless of counsel from allies and advisers that led to unnecessary deaths, as criticized by the report from Republicans on the House Foreign Affairs Committee released in the shadow of the three-year anniversary of the U.S. exit, while analyzing the U.S. withdrawal from Afghanistan.|70d0fbd95c0e4da7bf5ddaa95f48e450
america's gross national debt|economy|During the COVID-19 pandemic, the government borrowed more money to support the economy as lockdowns disrupted labor markets and supply chains. This has led to America's gross national debt surpassing $31 trillion for the first time, revealed in a Treasury Department report released Tuesday.|120d2fe20fb843e58043e1d2f4ab40e7
america's gross national debt|higher interest rates|The costs of borrowing remain higher due to America's gross national debt surpassing $31 trillion for the first time, revealed in a Treasury Department report released Tuesday.|120d2fe20fb843e58043e1d2f4ab40e7
america's gross national debt|inflation|The figure was revealed in a Treasury Department report released Tuesday and comes at a time when the economy faces inflation due to America's gross national debt surpassing $31 trillion for the first time.|120d2fe20fb843e58043e1d2f4ab40e7
america's gross national debt|recession|A Wall Street sell-off from all-time highs in January has been triggered by economists warning of an impending recession, with the costs of borrowing remaining higher and America's gross national debt surpassing $31 trillion for the first time.|120d2fe20fb843e58043e1d2f4ab40e7
